Card ID,CIF Number,Card Type,Card Brand,Card Product Name,Issue Date,Expiry Date,Credit Limit,Status
5172335672994499,8031,Credit,mastercard,Master Card Business World,2006-11-05,2010-11-05,452512757,Expired
3545921826216247,2987,Debit,jcb,JCB Young Debit,2014-08-28,2018-08-28,0,Expired
2223397075727922,5797,Credit,mastercard,Mastercard Vàng,2014-02-16,2018-02-16,38264978,Expired
2228613848092575,7597,Credit,mastercard,Master Card Business World,2010-04-10,2014-04-10,337001874,Expired
3521119246375663,8867,Debit,jcb,JCB Young Debit,2004-01-14,2008-01-14,0,Expired
3568836817700870,7350,Debit,jcb,JCB Young Debit,2021-03-12,2025-03-12,0,Active
3511694158988572,8289,Debit,jcb,JCB Young Debit,2018-02-08,2022-02-08,0,Expired
2230669760981449,2420,Credit,mastercard,One World Mastercard,2005-04-17,2009-04-17,193112629,Expired
3597956168512552,1978,Debit,jcb,JCB Young Debit,2020-08-13,2024-08-13,0,Active
5460499504440997,2456,Credit,mastercard,Mastercard Vàng,2018-07-03,2022-07-03,11522878,Expired
2299030891157581,4819,Credit,mastercard,Master Card Business World,2000-02-15,2004-02-15,205777752,Expired
5350792326607147,7964,Credit,mastercard,One World Mastercard,2011-08-04,2015-08-04,496925483,Expired
2707813128639661,1132,Credit,mastercard,One World Mastercard,2011-03-29,2015-03-29,311941809,Expired
3532309362585016,7770,Debit,jcb,JCB Young Debit,2010-07-30,2014-07-30,0,Expired
5349289109003986,9660,Credit,mastercard,One World Mastercard,2005-06-09,2009-06-09,465427433,Expired
2280041367361301,1305,Credit,mastercard,One World Mastercard,2022-01-18,2026-01-18,145138585,Active
2281645966408773,8059,Credit,mastercard,One World Mastercard,2015-12-07,2019-12-07,333784234,Expired
3586106293035839,8454,Debit,jcb,JCB Young Debit,2003-08-28,2007-08-28,0,Expired
3516545102820771,4566,Debit,jcb,JCB Young Debit,2000-07-13,2004-07-13,0,Expired
3528691685216080,9865,Debit,jcb,JCB Young Debit,2014-05-23,2018-05-23,0,Expired
3526563756080129,22,Debit,jcb,JCB Young Debit,2019-06-04,2023-06-04,0,Expired
2230963096205106,8295,Credit,mastercard,Mastercard Vàng,2003-12-24,2007-12-24,24466432,Expired
3535344418182523,1030,Debit,jcb,JCB Young Debit,2002-09-06,2006-09-06,0,Expired
2236244399606496,2188,Credit,mastercard,Mastercard Vàng,2006-01-10,2010-01-10,49922782,Expired
3547952507994669,5684,Debit,jcb,JCB Young Debit,2012-09-23,2016-09-23,0,Expired
3589336463697269,5725,Debit,jcb,JCB Young Debit,2002-03-03,2006-03-03,0,Expired
3544498042189350,6630,Debit,jcb,JCB Young Debit,2011-08-08,2015-08-08,0,Expired
5278876145730807,9556,Credit,mastercard,Mastercard Vàng,2006-08-01,2010-08-01,34415574,Expired
2431634462733735,6005,Credit,mastercard,One World Mastercard,2004-01-07,2008-01-07,393891387,Expired
5186588094224341,9566,Credit,mastercard,Mastercard Vàng,2022-07-08,2026-07-08,34735347,Active
3580966301501999,5125,Debit,jcb,JCB Young Debit,2013-05-04,2017-05-04,0,Expired
3559337475890070,8405,Debit,jcb,JCB Young Debit,2005-11-14,2009-11-14,0,Expired
3502664667780753,9779,Debit,jcb,JCB Young Debit,2007-07-01,2011-07-01,0,Expired
3511849335199564,4814,Debit,jcb,JCB Young Debit,2015-05-01,2019-05-01,0,Expired
3542284915991482,4976,Debit,jcb,JCB Young Debit,2003-03-02,2007-03-02,0,Expired
2238988025652138,9905,Credit,mastercard,Mastercard Vàng,2022-01-30,2026-01-30,36111097,Active
3578641836720901,3544,Debit,jcb,JCB Young Debit,2016-08-21,2020-08-21,0,Expired
3584383668226754,6063,Debit,jcb,JCB Young Debit,2003-10-25,2007-10-25,0,Expired
3516424678990576,7253,Debit,jcb,JCB Young Debit,2026-06-30,2030-06-30,0,Active
3532083856691784,5404,Debit,jcb,JCB Young Debit,2009-04-01,2013-04-01,0,Expired
3587288601991637,4759,Debit,jcb,JCB Young Debit,2020-02-10,2024-02-10,0,Expired
5485824788584528,3754,Credit,mastercard,Master Card Business World,2000-04-21,2004-04-21,243407471,Expired
3584237455944658,5108,Debit,jcb,JCB Young Debit,2025-01-08,2029-01-08,0,Active
5373288488640987,8572,Credit,mastercard,Mastercard Vàng,2019-06-10,2023-06-10,25305857,Expired
3523124164276941,3405,Debit,jcb,JCB Young Debit,2026-11-15,2030-11-15,0,Active
2719891011756244,8451,Credit,mastercard,Master Card Business World,2018-03-07,2022-03-07,237449193,Expired
5322115012828667,9009,Credit,mastercard,Mastercard Vàng,2016-11-13,2020-11-13,38493067,Expired
3506684171950441,3666,Debit,jcb,JCB Young Debit,2025-09-18,2029-09-18,0,Active
5429039669423584,2837,Credit,mastercard,Master Card Business World,2025-10-22,2029-10-22,134159690,Active
2271917936355273,8599,Credit,mastercard,One World Mastercard,2009-05-31,2013-05-31,168580529,Expired
3537654789775640,251,Debit,jcb,JCB Young Debit,2015-02-01,2019-02-01,0,Expired
2469247224316668,9746,Credit,mastercard,Mastercard Vàng,2008-03-28,2012-03-28,25961525,Expired
3585436452163614,175,Debit,jcb,JCB Young Debit,2025-02-12,2029-02-12,0,Active
3592569315847899,50,Debit,jcb,JCB Young Debit,2006-11-27,2010-11-27,0,Expired
3541417966879039,3501,Debit,jcb,JCB Young Debit,2022-08-28,2026-08-28,0,Active
3540901510971567,8532,Debit,jcb,JCB Young Debit,2002-03-27,2006-03-27,0,Expired
2277855155100844,5243,Credit,mastercard,One World Mastercard,2004-11-24,2008-11-24,301825058,Expired
3547060931341570,9182,Debit,jcb,JCB Young Debit,2023-05-07,2027-05-07,0,Active
3573592202997133,6195,Debit,jcb,JCB Young Debit,2001-01-04,2005-01-04,0,Expired
2305813717477255,270,Credit,mastercard,Master Card Business World,2024-03-06,2028-03-06,340330568,Active
2720079596014190,6457,Credit,mastercard,Mastercard Vàng,2014-03-18,2018-03-18,43997905,Expired
5422736802117786,3947,Credit,mastercard,Master Card Business World,2019-07-25,2023-07-25,257913731,Expired
3552019255261378,9521,Debit,jcb,JCB Young Debit,2003-06-18,2007-06-18,0,Expired
3524459716132625,3399,Debit,jcb,JCB Young Debit,2010-04-26,2014-04-26,0,Expired
3595658604432088,6889,Debit,jcb,JCB Young Debit,2000-03-04,2004-03-04,0,Expired
2223824966647141,4040,Credit,mastercard,Master Card Business World,2018-05-15,2022-05-15,454904022,Expired
3518194429010986,896,Debit,jcb,JCB Young Debit,2012-05-16,2016-05-16,0,Expired
2272897635747799,6862,Credit,mastercard,Mastercard Vàng,2000-07-06,2004-07-06,10627407,Expired
3527373252032148,1360,Debit,jcb,JCB Young Debit,2019-03-03,2023-03-03,0,Expired
3596780194222403,266,Debit,jcb,JCB Young Debit,2005-11-13,2009-11-13,0,Expired
5225214376920513,4914,Credit,mastercard,Mastercard Vàng,2017-09-24,2021-09-24,13485956,Expired
2666123192792555,4557,Credit,mastercard,Mastercard Vàng,2003-04-14,2007-04-14,22738346,Expired
2294660787457110,748,Credit,mastercard,One World Mastercard,2004-05-24,2008-05-24,486511467,Expired
2718624564222632,887,Credit,mastercard,Mastercard Vàng,2009-05-26,2013-05-26,37865672,Expired
3523310149211919,5769,Debit,jcb,JCB Young Debit,2017-01-26,2021-01-26,0,Expired
5454850501051591,5106,Credit,mastercard,Master Card Business World,2015-11-12,2019-11-12,199728734,Expired
3533822651897354,5843,Debit,jcb,JCB Young Debit,2021-01-02,2025-01-02,0,Active
2283098669800318,2695,Credit,mastercard,Mastercard Vàng,2004-04-26,2008-04-26,15640055,Expired
2260818465021133,6252,Credit,mastercard,One World Mastercard,2009-09-30,2013-09-30,481160539,Expired
3579146809734342,2595,Debit,jcb,JCB Young Debit,2000-08-12,2004-08-12,0,Expired
2271947899604458,1391,Credit,mastercard,One World Mastercard,2000-10-31,2004-10-31,89694002,Expired
5217004360051015,660,Credit,mastercard,Mastercard Vàng,2010-12-22,2014-12-22,32141376,Expired
3568187240165590,6851,Debit,jcb,JCB Young Debit,2022-06-20,2026-06-20,0,Active
3590793448589374,6527,Debit,jcb,JCB Young Debit,2006-11-02,2010-11-02,0,Expired
2706420373804197,3897,Credit,mastercard,One World Mastercard,2004-05-10,2008-05-10,457090712,Expired
2251797140261648,8633,Credit,mastercard,One World Mastercard,2022-09-04,2026-09-04,324514061,Active
3563893533944238,3096,Debit,jcb,JCB Young Debit,2019-10-04,2023-10-04,0,Expired
2234102877749174,283,Credit,mastercard,Master Card Business World,2014-06-26,2018-06-26,293330928,Expired
3599814557736688,6345,Debit,jcb,JCB Young Debit,2016-07-07,2020-07-07,0,Expired
3581951614245327,1238,Debit,jcb,JCB Young Debit,2024-11-27,2028-11-27,0,Active
2287070408324351,110,Credit,mastercard,One World Mastercard,2008-08-23,2012-08-23,237388765,Expired
3568657162209220,1011,Debit,jcb,JCB Young Debit,2009-12-08,2013-12-08,0,Expired
5568364718325247,3465,Credit,mastercard,Mastercard Vàng,2014-02-17,2018-02-17,42874735,Expired
3565253285867251,2214,Debit,jcb,JCB Young Debit,2013-02-10,2017-02-10,0,Expired
3580207598139833,2951,Debit,jcb,JCB Young Debit,2001-01-01,2005-01-01,0,Expired
2230740081192584,1551,Credit,mastercard,One World Mastercard,2021-11-23,2025-11-23,303398345,Active
3566745189912272,3200,Debit,jcb,JCB Young Debit,2002-07-16,2006-07-16,0,Expired
3520168623021599,1206,Debit,jcb,JCB Young Debit,2013-07-18,2017-07-18,0,Expired
3509144403151026,4032,Debit,jcb,JCB Young Debit,2019-11-07,2023-11-07,0,Expired
3596105489988189,143,Debit,jcb,JCB Young Debit,2003-03-30,2007-03-30,0,Expired
3583825849046866,9717,Debit,jcb,JCB Young Debit,2008-09-10,2012-09-10,0,Expired
2379183522184160,1772,Credit,mastercard,One World Mastercard,2001-04-29,2005-04-29,325071683,Expired
2692416974040716,9880,Credit,mastercard,One World Mastercard,2026-10-27,2030-10-27,330119120,Active
3543915756676505,4091,Debit,jcb,JCB Young Debit,2021-06-14,2025-06-14,0,Active
2275148135719749,810,Credit,mastercard,Master Card Business World,2020-11-15,2024-11-15,184798969,Active
3570267327141437,7147,Debit,jcb,JCB Young Debit,2026-01-27,2030-01-27,0,Active
5260325029659633,1702,Credit,mastercard,Mastercard Vàng,2007-09-29,2011-09-29,45886670,Expired
3521031739466034,8301,Debit,jcb,JCB Young Debit,2006-09-28,2010-09-28,0,Expired
3544122313961988,554,Debit,jcb,JCB Young Debit,2006-02-28,2010-02-28,0,Expired
5218341890463925,279,Credit,mastercard,One World Mastercard,2021-06-17,2025-06-17,372211527,Active
3552751707005025,5190,Debit,jcb,JCB Young Debit,2003-10-08,2007-10-08,0,Expired
3582187697975519,1324,Debit,jcb,JCB Young Debit,2017-07-08,2021-07-08,0,Expired
5261870105800683,5667,Credit,mastercard,Mastercard Vàng,2021-03-14,2025-03-14,46037391,Active
3578888719185567,5209,Debit,jcb,JCB Young Debit,2012-06-24,2016-06-24,0,Expired
2234601196321037,7538,Credit,mastercard,Mastercard Vàng,2018-07-28,2022-07-28,48303469,Expired
5167531816891479,4983,Credit,mastercard,Mastercard Vàng,2002-10-16,2006-10-16,24435971,Expired
2364090824350034,1259,Credit,mastercard,One World Mastercard,2013-12-16,2017-12-16,79146248,Expired
2258971142602066,1638,Credit,mastercard,Master Card Business World,2010-01-01,2014-01-01,104553958,Expired
3566486276085157,4612,Debit,jcb,JCB Young Debit,2007-09-16,2011-09-16,0,Expired
3500173481995003,6507,Debit,jcb,JCB Young Debit,2009-11-08,2013-11-08,0,Expired
3507129541769526,3179,Debit,jcb,JCB Young Debit,2000-04-14,2004-04-14,0,Expired
3517060092321631,6984,Debit,jcb,JCB Young Debit,2011-10-15,2015-10-15,0,Expired
2651207984669126,232,Credit,mastercard,One World Mastercard,2026-06-03,2030-06-03,175576558,Active
2226077930797578,9976,Credit,mastercard,Mastercard Vàng,2010-07-22,2014-07-22,27270267,Expired
2268824484424896,4761,Credit,mastercard,Mastercard Vàng,2020-09-03,2024-09-03,5516497,Active
3504218818138318,9569,Debit,jcb,JCB Young Debit,2016-07-16,2020-07-16,0,Expired
3559280137222920,1694,Debit,jcb,JCB Young Debit,2021-05-21,2025-05-21,0,Active
2295034338953218,920,Credit,mastercard,Master Card Business World,2018-12-07,2022-12-07,292866681,Expired
2236697306315867,2063,Credit,mastercard,Mastercard Vàng,2017-11-14,2021-11-14,27863364,Expired
5305593074315388,8593,Credit,mastercard,Mastercard Vàng,2021-08-12,2025-08-12,31019563,Active
2255230758498357,2535,Credit,mastercard,Master Card Business World,2003-02-12,2007-02-12,234653483,Expired
3588032633117913,3358,Debit,jcb,JCB Young Debit,2023-03-03,2027-03-03,0,Active
3575505209486213,316,Debit,jcb,JCB Young Debit,2013-02-18,2017-02-18,0,Expired
5271526072511814,5838,Credit,mastercard,Mastercard Vàng,2022-02-26,2026-02-26,26960103,Active
2295564433518391,4986,Credit,mastercard,Mastercard Vàng,2025-08-28,2029-08-28,5805933,Active
2466391975293271,3961,Credit,mastercard,One World Mastercard,2017-05-10,2021-05-10,335936191,Expired
3565279944332213,517,Debit,jcb,JCB Young Debit,2002-09-13,2006-09-13,0,Expired
3591519704319324,5142,Debit,jcb,JCB Young Debit,2010-01-30,2014-01-30,0,Expired
3537616549003357,6143,Debit,jcb,JCB Young Debit,2005-05-22,2009-05-22,0,Expired
3582766211040700,5836,Debit,jcb,JCB Young Debit,2005-07-25,2009-07-25,0,Expired
2410363265687493,2544,Credit,mastercard,One World Mastercard,2009-01-30,2013-01-30,227936431,Expired
2291768304798453,8531,Credit,mastercard,Master Card Business World,2016-01-09,2020-01-09,284708303,Expired
2377930048384803,2537,Credit,mastercard,Master Card Business World,2000-07-26,2004-07-26,250152528,Expired
3595033023769652,4134,Debit,jcb,JCB Young Debit,2022-04-24,2026-04-24,0,Active
3548185950875056,6844,Debit,jcb,JCB Young Debit,2019-05-23,2023-05-23,0,Expired
3599551552017009,6165,Debit,jcb,JCB Young Debit,2000-08-19,2004-08-19,0,Expired
3598496621203191,7308,Debit,jcb,JCB Young Debit,2001-11-25,2005-11-25,0,Expired
2237760100544410,9629,Credit,mastercard,One World Mastercard,2002-03-08,2006-03-08,464246226,Expired
3538928870445498,1564,Debit,jcb,JCB Young Debit,2024-10-22,2028-10-22,0,Active
2410396620662959,6619,Credit,mastercard,One World Mastercard,2006-08-26,2010-08-26,329552607,Expired
5587111428803063,9157,Credit,mastercard,Mastercard Vàng,2001-05-23,2005-05-23,43638381,Expired
3547748483807903,7004,Debit,jcb,JCB Young Debit,2026-02-03,2030-02-03,0,Active
2496550893902958,7697,Credit,mastercard,One World Mastercard,2014-02-03,2018-02-03,351906383,Expired
2284509879435082,6329,Credit,mastercard,Mastercard Vàng,2007-11-14,2011-11-14,21090659,Expired
2329473151053146,9543,Credit,mastercard,One World Mastercard,2025-10-15,2029-10-15,64075739,Active
2238357826913083,2624,Credit,mastercard,One World Mastercard,2021-12-20,2025-12-20,301060300,Active
5446259275413543,8879,Credit,mastercard,Mastercard Vàng,2004-04-17,2008-04-17,27793192,Expired
2708576714830502,9773,Credit,mastercard,Mastercard Vàng,2011-10-08,2015-10-08,20733659,Expired
3583499496456669,5283,Debit,jcb,JCB Young Debit,2026-01-19,2030-01-19,0,Active
3516252382265013,9386,Debit,jcb,JCB Young Debit,2011-02-08,2015-02-08,0,Expired
5266457800331860,6928,Credit,mastercard,Master Card Business World,2002-10-14,2006-10-14,156266753,Expired
2267559147110539,4345,Credit,mastercard,Master Card Business World,2013-03-11,2017-03-11,233695227,Expired
2719168513802929,8480,Credit,mastercard,One World Mastercard,2003-01-03,2007-01-03,286029545,Expired
2228268149745163,3939,Credit,mastercard,Mastercard Vàng,2021-10-24,2025-10-24,5294958,Active
2720981165849833,2671,Credit,mastercard,Master Card Business World,2026-04-18,2030-04-18,342071010,Active
2338057009716183,127,Credit,mastercard,One World Mastercard,2014-12-10,2018-12-10,249464296,Expired
3586555918780833,675,Debit,jcb,JCB Young Debit,2004-05-24,2008-05-24,0,Expired
2258006864353695,4762,Credit,mastercard,Mastercard Vàng,2008-07-04,2012-07-04,18762880,Expired
3552133940290567,1008,Debit,jcb,JCB Young Debit,2009-10-13,2013-10-13,0,Expired
2224276508194125,6510,Credit,mastercard,Mastercard Vàng,2002-02-13,2006-02-13,8552250,Expired
3589449898919669,8679,Debit,jcb,JCB Young Debit,2001-06-08,2005-06-08,0,Expired
3550100114956580,6820,Debit,jcb,JCB Young Debit,2006-06-18,2010-06-18,0,Expired
5176946970394988,3050,Credit,mastercard,Master Card Business World,2004-05-03,2008-05-03,318624000,Expired
3557273799915529,7466,Debit,jcb,JCB Young Debit,2009-09-30,2013-09-30,0,Expired
5215003275702748,8845,Credit,mastercard,One World Mastercard,2025-03-24,2029-03-24,377931130,Active
2226875858409724,6721,Credit,mastercard,One World Mastercard,2013-05-23,2017-05-23,53007313,Expired
2374195506054131,2581,Credit,mastercard,Master Card Business World,2005-11-13,2009-11-13,158546184,Expired
2222586449125604,7637,Credit,mastercard,Mastercard Vàng,2013-04-23,2017-04-23,28706512,Expired
5467949085894619,8240,Credit,mastercard,Master Card Business World,2009-01-10,2013-01-10,210583115,Expired
3549539812347820,1493,Debit,jcb,JCB Young Debit,2017-05-01,2021-05-01,0,Expired
2720926086617223,284,Credit,mastercard,Master Card Business World,2013-08-09,2017-08-09,144098419,Expired
2381108774936203,6054,Credit,mastercard,One World Mastercard,2026-09-17,2030-09-17,341199498,Active
3542375467857806,4927,Debit,jcb,JCB Young Debit,2019-03-30,2023-03-30,0,Expired
3577159574230539,2588,Debit,jcb,JCB Young Debit,2010-01-28,2014-01-28,0,Expired
2712776608594107,5993,Credit,mastercard,One World Mastercard,2016-05-26,2020-05-26,103967557,Expired
3594460351300449,1459,Debit,jcb,JCB Young Debit,2001-02-15,2005-02-15,0,Expired
3532225604487987,8673,Debit,jcb,JCB Young Debit,2017-08-26,2021-08-26,0,Expired
3514457955658914,3511,Debit,jcb,JCB Young Debit,2015-06-12,2019-06-12,0,Expired
3564607019004526,7077,Debit,jcb,JCB Young Debit,2025-10-22,2029-10-22,0,Active
3555154133709780,8698,Debit,jcb,JCB Young Debit,2008-07-23,2012-07-23,0,Expired
3589780747154896,2035,Debit,jcb,JCB Young Debit,2018-02-19,2022-02-19,0,Expired
3522192998017451,1229,Debit,jcb,JCB Young Debit,2002-04-07,2006-04-07,0,Expired
2237248392467813,3366,Credit,mastercard,One World Mastercard,2002-08-29,2006-08-29,416892750,Expired
3559690313730159,2609,Debit,jcb,JCB Young Debit,2012-06-07,2016-06-07,0,Expired
3587593984466150,1416,Debit,jcb,JCB Young Debit,2020-07-27,2024-07-27,0,Active
2294715657565457,5387,Credit,mastercard,One World Mastercard,2016-01-10,2020-01-10,178105361,Expired
2720536433674221,8464,Credit,mastercard,Mastercard Vàng,2004-07-10,2008-07-10,13720697,Expired
2354045472462517,7296,Credit,mastercard,One World Mastercard,2016-02-02,2020-02-02,125063362,Expired
2708114730710894,5884,Credit,mastercard,Mastercard Vàng,2024-09-25,2028-09-25,16702260,Active
3567490965527007,4296,Debit,jcb,JCB Young Debit,2016-06-02,2020-06-02,0,Expired
3566107824470069,6845,Debit,jcb,JCB Young Debit,2017-08-14,2021-08-14,0,Expired
2706079775518738,4432,Credit,mastercard,Master Card Business World,2005-02-09,2009-02-09,289948688,Expired
3564175872782679,8604,Debit,jcb,JCB Young Debit,2009-09-18,2013-09-18,0,Expired
3533898854368013,1007,Debit,jcb,JCB Young Debit,2020-04-01,2024-04-01,0,Expired
2245236584769880,5096,Credit,mastercard,Mastercard Vàng,2004-12-28,2008-12-28,20581184,Expired
3529713405598735,6155,Debit,jcb,JCB Young Debit,2014-04-05,2018-04-05,0,Expired
3504480304670804,9235,Debit,jcb,JCB Young Debit,2025-04-26,2029-04-26,0,Active
2292325506519689,9182,Credit,mastercard,Mastercard Vàng,2017-12-21,2021-12-21,27108695,Expired
2708030568660987,5225,Credit,mastercard,One World Mastercard,2020-01-15,2024-01-15,216123699,Expired
2373125712065655,3252,Credit,mastercard,Master Card Business World,2018-07-10,2022-07-10,122889524,Expired
2270019122526246,9637,Credit,mastercard,Master Card Business World,2003-08-05,2007-08-05,100735977,Expired
3539595154779030,5451,Debit,jcb,JCB Young Debit,2025-11-24,2029-11-24,0,Active
3532166288213820,2251,Debit,jcb,JCB Young Debit,2002-11-20,2006-11-20,0,Expired
3564372751882197,9078,Debit,jcb,JCB Young Debit,2015-05-29,2019-05-29,0,Expired
2642381161882737,1539,Credit,mastercard,Mastercard Vàng,2013-12-20,2017-12-20,7866017,Expired
3518169380052839,9209,Debit,jcb,JCB Young Debit,2004-04-12,2008-04-12,0,Expired
3521011480117994,2002,Debit,jcb,JCB Young Debit,2014-09-06,2018-09-06,0,Expired
3526343787815904,1896,Debit,jcb,JCB Young Debit,2001-09-23,2005-09-23,0,Expired
3525705015122108,8102,Debit,jcb,JCB Young Debit,2003-06-14,2007-06-14,0,Expired
3501949060928120,9492,Debit,jcb,JCB Young Debit,2004-11-10,2008-11-10,0,Expired
3502771100840316,5970,Debit,jcb,JCB Young Debit,2026-06-28,2030-06-28,0,Active
2287664728852347,9604,Credit,mastercard,Mastercard Vàng,2014-12-12,2018-12-12,7960845,Expired
2676300417331728,1207,Credit,mastercard,Master Card Business World,2022-10-13,2026-10-13,426703104,Active
2272594603310268,8220,Credit,mastercard,One World Mastercard,2004-10-20,2008-10-20,494095534,Expired
3555633883423841,6385,Debit,jcb,JCB Young Debit,2018-09-15,2022-09-15,0,Expired
3567287419150356,7032,Debit,jcb,JCB Young Debit,2010-01-05,2014-01-05,0,Expired
3533643278325979,5589,Debit,jcb,JCB Young Debit,2020-04-09,2024-04-09,0,Expired
2238446362981008,7427,Credit,mastercard,Master Card Business World,2004-09-24,2008-09-24,376460163,Expired
2266190090858774,4584,Credit,mastercard,Mastercard Vàng,2015-09-17,2019-09-17,12876199,Expired
5523973262545341,5485,Credit,mastercard,One World Mastercard,2001-05-16,2005-05-16,363887473,Expired
2278413346590207,3570,Credit,mastercard,Master Card Business World,2024-04-11,2028-04-11,489978707,Active
3595641424077614,7452,Debit,jcb,JCB Young Debit,2005-06-22,2009-06-22,0,Expired
2283211500177305,1924,Credit,mastercard,Master Card Business World,2026-07-21,2030-07-21,429092611,Active
3572888447608100,4047,Debit,jcb,JCB Young Debit,2008-06-07,2012-06-07,0,Expired
3572011686718403,2445,Debit,jcb,JCB Young Debit,2002-04-12,2006-04-12,0,Expired
3554593099467225,4626,Debit,jcb,JCB Young Debit,2002-06-26,2006-06-26,0,Expired
2232120873639233,7039,Credit,mastercard,Mastercard Vàng,2020-06-14,2024-06-14,38974928,Expired
2704235135246806,3357,Credit,mastercard,Master Card Business World,2011-10-11,2015-10-11,200478733,Expired
5514848577429855,7053,Credit,mastercard,One World Mastercard,2025-08-06,2029-08-06,191653297,Active
2260706521766538,2935,Credit,mastercard,One World Mastercard,2014-06-25,2018-06-25,87304027,Expired
2707018485417897,7343,Credit,mastercard,One World Mastercard,2008-10-15,2012-10-15,304061453,Expired
3501847267021436,9463,Debit,jcb,JCB Young Debit,2008-04-15,2012-04-15,0,Expired
2233605722703494,4814,Credit,mastercard,One World Mastercard,2000-10-06,2004-10-06,111093824,Expired
2295290861339528,247,Credit,mastercard,Master Card Business World,2022-10-04,2026-10-04,111070447,Active
2523610629173535,8847,Credit,mastercard,One World Mastercard,2012-02-07,2016-02-07,362687137,Expired
2719029665032402,3937,Credit,mastercard,Master Card Business World,2016-10-11,2020-10-11,154002352,Expired
2414339819770791,1660,Credit,mastercard,Mastercard Vàng,2024-04-03,2028-04-03,9545248,Active
2513867877118487,2071,Credit,mastercard,One World Mastercard,2014-02-19,2018-02-19,264662777,Expired
2263934426529408,2795,Credit,mastercard,Mastercard Vàng,2009-08-29,2013-08-29,24665648,Expired
3539715252828923,9583,Debit,jcb,JCB Young Debit,2005-12-23,2009-12-23,0,Expired
2705077156268163,7991,Credit,mastercard,One World Mastercard,2014-02-18,2018-02-18,487929873,Expired
